Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Riya Roy,8.5,7,10,6,24,1,3.4,1,90,74,100
Meera Das,5.4,7.6,9,8,16,1,5.4,0,100,50,99
Ankit Pandey,3.8,8.3,6,5,11,0,10.2,0,100,56,72
Aadhya Chatterjee,4.3,7.7,8,7,21,0,4.6,0,77,79,96
Krishna Agarwal,3.1,6.1,7,3,13,1,2.2,1,78,66,92
Vivaan Das,1.4,7.5,4,8,11,0,1.9,0,89,72,78
Ira Goyal,8.8,6.2,4,5,18,1,5.6,0,100,95,100
Arjun Saxena,4.5,5.9,5,7,25,1,5.6,1,80,79,99
Tanvi Yadav,5.9,6.6,6,5,15,1,3.8,0,94,70,100
Aman Pandey,0.2,6.7,8,5,14,0,6,1,70,62,69
Aadhya Roy,4,8,10,2,13,0,5.9,1,91,58,100
Pooja Jain,2.5,9.1,6,1,16,1,5,0,98,92,100
Vivaan Das,2.9,7,4,6,5,0,5.6,1,71,72,84
Tanvi Singh,3.9,7.6,6,7,21,0,2.2,1,97,66,100
Varun Pandey,0,6.7,9,4,7,1,4.3,1,84,71,85
Tanvi Das,3.7,6.8,7,9,18,0,6.3,1,96,86,86
Yash Jain,6.5,6.5,4,5,10,0,2.4,0,71,36,99
Aarav Jain,4.5,6.8,10,7,18,1,2.7,1,73,81,100
Sakshi Trivedi,8,8.7,7,3,11,1,5.6,1,85,66,100
Aarav Chatterjee,2.1,6.6,6,7,20,1,10,0,79,85,83
Karan Bansal,3.6,7.6,5,3,17,0,1.2,1,89,68,98
Sakshi Pandey,4.5,6.2,8,7,10,0,3.6,0,67,96,100
Krishna Das,4.2,5.3,7,5,17,1,6.8,0,82,35,91
Aditya Desai,3.9,6.5,8,4,17,1,2.8,0,93,81,100
Dhruv Jain,4,6.4,7,7,15,0,3.5,0,99,78,100
Tanishq Bansal,3.9,7.8,6,6,15,1,4.1,1,79,43,81
Kavya Bansal,0,6.1,7,2,17,0,6.2,1,100,100,93
Nikhil Das,3,7.4,4,2,10,1,4.9,0,86,62,91
Reyansh Trivedi,7.5,8.1,5,10,30,1,7.7,1,82,95,98
Anaya Tiwari,5.1,6.8,9,6,19,1,5.8,1,76,49,100
Anika Patel,3.2,8.8,8,3,12,1,7,0,74,100,99
Kavya Mishra,1.3,8.6,6,4,13,1,2.9,0,78,78,91
Ankit Agarwal,4.9,6.4,6,4,15,1,3.1,1,64,80,95
Varun Roy,5.2,7.3,5,6,16,1,6.2,0,87,90,100
Diya Joshi,3.6,6.1,8,3,8,0,2.4,1,89,67,100
Aarav Desai,3.7,7.5,6,7,20,1,8.2,1,84,94,96
Varun Yadav,8,6.2,6,4,18,1,3.3,0,86,81,100
Rudra Pandey,2,6.7,10,6,18,1,6.6,0,86,77,88
Tanishq Bose,3.7,7.4,10,4,17,1,3.5,1,97,64,100
Vivaan Kumar,7.6,7.6,9,3,22,1,6.3,0,87,88,100
Karan Sharma,5.9,6.4,4,8,17,0,3.3,0,90,60,94
Myra Chatterjee,2.3,6.4,10,7,21,1,4.5,0,73,79,79
Myra Tiwari,5.2,6.6,10,3,22,0,3.9,1,91,46,100
Pooja Bose,6.1,8.6,5,5,18,1,3.2,0,94,47,100
Aman Iyer,8,6.2,6,5,15,1,3.7,0,71,81,100
Saanvi Joshi,4,5.9,7,3,9,1,5.6,1,72,35,76
Vivaan Joshi,3.4,7.1,7,3,6,1,3.4,0,77,67,100
Atharva Reddy,3.9,8,7,8,6,0,4.1,0,94,76,86
Rudra Mishra,3.1,6.8,7,4,15,0,7.3,1,84,52,79
Ishita Jain,2.1,8.3,6,5,26,0,4.3,1,83,73,88
Rohit Verma,2.6,7,7,3,15,1,7.2,1,66,78,95
Myra Bose,7.8,7.7,4,4,15,0,7.8,0,82,66,100
Rahul Patel,8.1,6.7,6,6,5,1,5.7,1,85,63,100
Aarav Shah,1.6,8.5,6,7,22,1,8.4,0,83,69,60
Arjun Bansal,6.6,8.2,6,5,9,0,6,1,78,82,100
Tanishq Sharma,4.7,6.5,9,7,19,0,1.7,1,95,44,100
Rudra Desai,5.4,6.3,7,6,12,1,6.3,0,76,75,95
Myra Sharma,4.5,8.1,7,5,17,1,4.5,1,84,94,100
Neha Chauhan,4.1,7.5,5,9,10,0,5.5,0,83,58,64
Palak Banerjee,4.6,8.4,7,6,11,1,4.8,1,88,84,100
Saanvi Desai,2.3,7.6,7,7,10,0,4.5,0,84,59,76
Vivaan Singh,2.6,6.1,9,5,19,0,6.3,1,90,65,90
Karan Kulkarni,5.1,9.1,7,1,12,1,2.8,0,62,62,100
Saanvi Bansal,5.3,5.8,9,4,5,0,1,0,84,53,100
Krishna Jain,4.2,7.2,4,5,17,0,4.2,1,69,91,94
Saanvi Kumar,4.8,7.6,5,3,10,1,6.2,0,95,100,100
Ankit Agarwal,7.8,4.8,8,4,9,0,2.5,0,98,100,100
Sneha Banerjee,8.4,7.9,6,3,22,1,5.1,0,84,69,100
Meera Chauhan,1.4,6,7,2,19,1,2.8,0,83,58,87
Palak Desai,6.7,7.7,8,7,22,1,2.7,1,93,77,100
Palak Sharma,4.7,8.2,7,4,16,0,9,1,91,73,98
Reyansh Bose,4.7,8.5,8,6,17,0,3.9,0,76,58,100
Neha Desai,4.1,7.5,6,7,15,1,9,0,88,86,91
Aman Mishra,3.7,6.2,7,7,19,1,6,1,76,92,100
Sneha Shah,2.9,5.7,5,3,15,1,6.2,1,93,40,89
Aman Kumar,6.6,8.9,7,5,26,1,7.8,0,76,52,100
Manav Reddy,6.7,6.5,7,4,21,1,4.9,0,70,62,100
Vivaan Bose,4.1,7.5,9,3,12,0,4.9,0,82,69,100
Vihaan Kulkarni,4.1,6.7,6,5,11,0,7,0,93,84,92
Arjun Verma,7.2,6.7,9,1,24,1,4.9,0,89,42,100
Vivaan Saxena,5.4,6.9,8,6,14,1,6.1,0,89,74,100
Karan Patel,4.7,7.6,10,8,5,1,4.2,1,82,60,97
Priya Nair,5.7,6.3,6,6,17,1,5.1,0,100,96,100
Neha Reddy,2.8,7.7,5,4,16,0,6,1,94,70,79
Vihaan Chauhan,1.5,7.8,10,4,8,1,4.7,0,81,90,86
Rahul Chauhan,3.5,5.9,8,1,21,1,6.1,1,90,53,98
Arjun Chatterjee,7,7.1,6,1,21,1,6.7,1,98,78,100
Priya Banerjee,4.6,6.6,6,5,13,1,6.4,0,60,41,81
Arjun Chauhan,4.1,8.8,7,7,14,0,4.3,0,86,79,100
Arjun Trivedi,1,6.7,5,7,12,0,4.5,0,91,69,70
Ishaan Pandey,5.7,6.6,5,8,19,0,3.4,0,67,72,78
Priya Mehta,5.3,6.1,9,6,21,1,3.2,0,96,54,96
Vihaan Desai,2.2,7.3,7,4,16,0,5.6,0,91,81,91
Neha Reddy,0,8.3,10,4,15,1,4.9,0,76,67,74
Priya Banerjee,7.8,7,7,4,11,0,3.1,1,100,49,100
Aarav Jain,7.1,6.6,6,2,25,1,5,0,80,63,100
Yash Patel,3.4,5.6,7,8,18,1,2.3,0,93,70,90
Diya Chatterjee,3.3,6,5,6,15,1,3.4,0,95,89,99
Pooja Sharma,4.3,5,8,4,18,0,4.3,0,94,96,100
Rahul Iyer,2.6,8.3,9,6,15,1,3.8,0,100,78,98
Ira Pandey,0,7.6,10,6,19,1,5,0,87,63,76
Saanvi Kulkarni,2.3,5.9,5,5,15,0,3.7,1,85,85,93
Nikhil Shah,8.3,9.1,8,6,25,1,4.9,1,67,78,100
Krishna Bansal,4.5,7.9,7,2,16,0,8.4,1,85,70,93
Aadhya Chauhan,1.6,7.9,8,8,12,1,3.5,0,80,73,82
Kabir Mehta,4.1,5.8,8,8,11,0,5.8,1,83,93,97
Ishaan Goyal,4.9,6.4,8,4,16,1,4.7,1,88,100,100
Varun Nair,4,8.8,7,6,14,1,5.6,0,70,77,88
Aman Bose,6.3,6.1,7,7,14,0,7.4,0,86,74,100
Meera Tiwari,2.8,5.2,6,4,18,1,4.6,0,92,94,100
Rahul Nair,6.2,7.6,7,7,14,1,8.5,1,94,50,95
Aadhya Saxena,7,6.6,7,5,27,0,5.6,0,90,51,100
Ira Chauhan,3.2,7.3,8,3,18,1,7.6,0,77,90,100
Nikhil Jain,4,7.3,8,5,9,0,6.2,0,88,65,96
Myra Das,5.7,6.9,6,6,9,0,3.9,1,73,73,93
Arjun Agarwal,1.9,8.5,8,5,14,1,3.8,0,83,56,92
Tanishq Reddy,4.2,7.9,10,10,13,1,6.4,1,100,55,93
Saanvi Shah,5.4,5,7,6,15,1,8.5,0,78,66,99
Rahul Bose,3.4,7,3,8,10,1,3.5,0,100,91,94
Nikhil Mishra,4.7,6.5,7,7,21,1,8.3,0,72,79,94
Ankit Desai,6,8.7,7,5,25,1,5.3,1,91,66,100
Aman Nair,3.5,6.6,5,8,13,1,2,0,72,60,81
Aadhya Yadav,7.8,6.9,7,7,5,0,6.9,1,100,60,100
Sai Trivedi,3.8,7.1,9,3,13,1,6.1,0,84,72,100
Sneha Pandey,7.4,7.4,5,7,20,1,3.8,1,65,73,100
Anaya Agarwal,3.1,5.9,7,7,13,0,6.9,1,96,64,84
Aarav Yadav,3.4,7.3,5,5,10,0,6.1,1,81,57,80
Saanvi Bose,0.3,6.8,8,6,24,0,6.7,0,93,71,73
Karan Nair,1,5.9,6,7,15,0,6.5,1,87,78,73
Vivaan Goyal,2.3,6.3,8,6,22,0,2.8,1,88,91,91
Nikhil Nair,6.3,7,7,2,15,1,3.2,0,94,53,100
Manav Bose,4.3,8.8,8,6,12,1,5.2,1,88,74,99
Priya Patel,4,4.8,6,7,15,1,3.1,0,72,80,92
Aditya Yadav,2.6,6.1,8,4,14,1,4,0,78,97,96
Ira Joshi,6.5,6.7,7,6,14,1,4.5,1,96,70,100
Krishna Iyer,1.6,7.2,9,5,8,1,4.3,0,66,72,82
Rohit Yadav,4.6,5.2,6,3,14,0,6.2,1,84,65,92
Krishna Jain,5.6,6.2,8,7,14,0,4.2,0,82,73,95
Ishita Trivedi,6.4,6.7,7,7,12,1,4.2,1,67,68,100
Priya Iyer,6.2,7.9,8,6,5,0,4.9,1,86,88,100
Sneha Desai,2.1,5.6,8,4,16,0,6.7,0,96,49,84
Sakshi Saxena,2.6,7.5,9,6,11,0,5.3,1,87,62,87
Shaurya Banerjee,3.3,7.9,9,5,21,1,5.8,0,89,72,93
Aman Jain,3,5.7,8,3,17,0,7.1,1,83,87,98
Harsh Kumar,2.9,6.6,7,4,17,1,5.1,0,97,100,100
Nikhil Chauhan,4,5.7,8,6,14,1,9.3,0,93,89,97
Ira Mehta,6.1,7.2,10,4,7,1,4.6,0,90,42,100
Vihaan Verma,6,6.8,10,8,19,0,2.3,0,76,57,96
Pooja Gupta,3.7,5.9,9,8,17,1,5.4,0,80,78,86
Rohit Yadav,6.5,7.2,7,6,23,1,7.9,1,96,74,100
Yash Mehta,2.4,8.3,5,8,18,1,7.3,0,73,78,69
Varun Trivedi,6.8,7.5,6,6,26,1,5.7,0,81,84,100
Varun Jain,5.3,9.2,8,4,9,1,5.2,1,88,92,100
Sneha Bose,5.2,6.4,8,6,23,1,1.6,0,91,65,100
Arjun Patel,4.3,5.4,9,5,22,0,2.8,0,82,81,100
Neha Bose,3.2,6.5,7,8,18,0,5.1,1,88,79,86
Meera Patel,4.1,8.3,6,4,18,0,4.3,1,90,90,100
Vivaan Iyer,4.6,5.9,5,2,13,0,6.6,1,77,92,100
Anaya Pandey,5.6,7.4,6,4,12,0,5.6,1,74,78,100
Palak Reddy,4.6,6.5,8,5,17,1,7.1,0,76,72,93
Krishna Saxena,5.7,7,8,3,12,1,8,1,82,51,91
Varun Kulkarni,3.9,8,7,1,7,1,8.1,0,91,74,99
Varun Goyal,0.4,6.4,9,6,15,0,4.8,0,80,68,72
Rudra Iyer,6.5,6.7,8,2,18,1,5.7,0,91,64,100
Arjun Nair,9.4,7.2,8,4,21,1,3.4,0,100,52,100
Ishaan Banerjee,7.7,7.5,6,7,23,1,6.8,1,82,83,100
Riya Chatterjee,4.4,6.2,8,1,20,1,5.4,0,84,100,100
Meera Mishra,6.2,7.5,7,3,19,1,4.4,0,75,67,100
Aman Mishra,7.6,5.7,5,7,13,1,6.5,1,71,87,100
Harsh Mishra,4.4,5.4,8,8,14,0,4.4,1,89,71,100
Ankit Trivedi,5,6.7,9,5,19,0,5.4,1,100,88,100
Varun Mishra,6.3,7.4,5,5,12,0,2.8,0,100,80,100
Ankit Trivedi,7.1,7.7,5,6,15,1,4.3,1,95,50,100
Reyansh Bose,5.9,8.2,7,6,18,1,4.7,1,82,73,100
Aditya Pandey,5.1,8,6,3,20,1,3.2,0,95,67,100
Meera Nair,1.3,8.1,10,4,15,0,1,1,90,78,93
Palak Banerjee,2.9,5.9,10,4,8,1,8.5,0,85,88,91
Yash Verma,4.7,8.3,8,4,8,0,4.6,1,90,53,100
Nikhil Mehta,4.4,9,8,4,5,0,6.5,1,86,64,95
Tanvi Iyer,5.3,6.5,6,4,16,1,4.7,0,92,75,100
Ishita Gupta,5.6,5.9,8,7,14,0,5.9,0,69,53,95
Myra Agarwal,1.7,7,9,9,10,1,4.2,0,92,63,77
Karan Goyal,2.6,7.6,8,7,7,0,5.1,0,88,60,81
Aman Chatterjee,4.7,6.3,5,3,13,1,3.8,1,91,47,94
Varun Agarwal,2.8,8.9,9,5,5,1,5.9,1,83,79,99
Kavya Reddy,1.2,5.4,7,5,14,0,5.8,1,93,79,82
Kabir Tiwari,7.1,6.4,5,8,8,0,4.9,0,100,84,100
Dhruv Saxena,3.9,6.6,8,6,15,0,4.5,1,81,45,90
Ishaan Desai,3.8,6.7,9,5,23,1,2.4,0,99,86,100
Palak Shah,5.3,7.8,7,3,19,0,3.7,1,86,55,100
Ishaan Patel,2.3,7.3,5,3,12,0,3.2,0,78,63,91
Priya Saxena,2.8,7.5,8,6,10,1,3.5,0,86,53,88
Ishita Banerjee,4.4,6.8,8,6,14,0,4.6,0,75,98,99
Karan Banerjee,4.9,7.5,7,7,19,0,5.4,0,78,75,91
Sai Saxena,7.5,6.8,8,5,9,1,5.7,1,83,56,100
Rohit Chatterjee,3.2,7.3,8,8,17,1,9.3,1,82,93,95
Aman Tiwari,2.5,7,9,3,20,0,3.7,1,71,95,100
Ankit Yadav,3.5,6.8,6,5,13,1,4.8,0,94,73,98
Atharva Agarwal,4.5,8.1,6,4,16,1,3.6,0,97,71,94
Tanvi Chatterjee,4.9,7.4,4,5,19,1,5.9,0,76,52,93
Sai Reddy,4.5,5,8,5,22,0,4.2,1,67,79,96
Sakshi Chatterjee,6.6,7,8,5,15,1,1.8,0,97,85,100
Ishita Mehta,4.5,7.2,4,7,20,0,8.4,1,83,96,90
Karan Agarwal,2.7,5.9,10,6,20,1,7.7,1,96,47,96
Manav Mishra,0,6.9,7,7,14,0,3.1,0,65,87,78
Dhruv Singh,1.8,7.8,4,7,10,1,5.2,0,87,65,68
Sai Tiwari,2,5.7,6,5,19,1,3.5,0,79,65,84
Sneha Chatterjee,3.4,6.7,9,7,15,1,1,0,76,40,86
Varun Bansal,4.3,5.6,7,9,17,0,5.5,1,79,95,81
Yash Jain,4.3,8.9,6,8,18,0,4.4,0,69,55,81
Vihaan Goyal,6.5,6.5,7,4,16,0,4.6,0,71,100,100
Palak Verma,5,7.7,8,3,22,0,3.2,1,79,66,100
Aditya Reddy,5.9,9.1,7,3,18,1,1,0,67,77,100
Vivaan Joshi,4.6,6.4,8,8,19,0,6.7,1,73,90,100
Ira Bansal,7.8,7.7,4,5,20,1,4.6,1,74,80,100
Myra Chatterjee,3.2,7.7,6,5,17,1,7.6,0,87,63,91
Sakshi Patel,4.4,6.2,3,3,11,0,2.4,1,89,100,100
Dhruv Joshi,9.4,6.8,5,9,9,0,5.3,1,65,59,100
Nikhil Singh,0,7.2,5,8,13,1,1,1,79,87,72
Tanvi Trivedi,0,7.4,6,7,15,0,4.9,1,87,65,72
Rahul Agarwal,3,7.8,7,4,13,1,3.7,1,69,48,81
Ishaan Chauhan,4.6,5.3,10,6,8,1,5.5,1,96,87,100
Atharva Mishra,5.4,7.6,7,7,17,1,6.6,0,79,57,100
Aman Roy,3.1,5.6,8,7,11,0,4.3,1,95,58,87
Vivaan Chauhan,0,7.4,6,9,15,1,1.2,0,82,96,76
Ankit Shah,5.7,8.4,7,4,14,0,5.5,1,77,74,100
Ankit Trivedi,2.9,8.3,6,6,21,1,3,0,79,66,89
Harsh Goyal,2.7,6.1,9,7,8,0,7.6,1,80,57,79
Reyansh Bose,2.3,7.7,7,3,14,1,3.1,0,94,77,100
Anika Kulkarni,4.2,8.2,9,7,7,1,2.2,1,91,82,100
Dhruv Jain,5.9,7.2,5,4,13,1,3.9,1,94,79,100
Anika Bansal,4.8,7.8,6,5,11,0,7.5,0,95,69,90
Pooja Chatterjee,7.1,6,7,7,16,1,5.9,1,87,69,100
Sai Trivedi,3.5,6.1,8,3,22,1,5.2,1,79,64,100
Rudra Bose,4.4,4.9,7,6,16,1,6,0,100,69,100
Yash Mehta,9,6.5,7,5,16,1,4.8,1,84,73,100
Kabir Trivedi,1.7,7,6,6,14,1,1.6,0,80,100,92
Priya Chauhan,3,6.5,5,4,12,1,6.1,0,68,75,88
Atharva Agarwal,4.2,9.7,6,5,18,1,5.2,0,90,87,100
Yash Desai,4.6,6.9,9,5,16,0,4.6,0,88,63,100
Aditya Shah,6,7.9,10,1,15,0,2.6,1,96,80,100
Vivaan Roy,3.9,7.2,8,4,13,1,6.5,0,89,52,93
Aman Roy,3,7,8,1,10,1,2.6,0,79,58,100
Vivaan Tiwari,5.6,6.1,7,4,7,1,2.5,1,82,56,100
Sakshi Banerjee,1.2,7.7,8,3,20,1,6,1,89,89,98
Rohit Roy,2.5,7.2,5,3,11,0,5.1,0,73,89,90
Riya Roy,3,8.7,5,5,16,1,7,1,92,42,85
Kavya Mishra,1.8,6,4,2,18,1,4.5,1,88,59,92
Tanvi Patel,4.6,7.7,9,6,13,0,1.8,0,90,62,89
Myra Gupta,6.9,4.7,7,2,19,1,5,1,87,75,100
Diya Chauhan,4,6.1,8,4,14,1,5.9,0,93,43,99
Saanvi Jain,1.5,6.2,7,8,16,1,2.3,0,77,59,75
Priya Saxena,3.9,7.7,10,4,16,0,8.9,0,85,63,96
Meera Singh,7.4,7.1,6,6,16,1,4.9,0,98,82,100
Myra Chatterjee,7.9,7.1,6,4,12,1,1.8,1,83,48,100
Meera Gupta,4,8.4,6,6,22,0,4,0,69,64,87
Tanvi Mehta,3.5,6.1,10,4,15,1,4,1,83,77,100
Aman Jain,5.1,6.6,6,4,17,0,3.1,0,82,51,87
Rudra Tiwari,4.7,7.8,9,3,5,0,2.7,1,77,60,100
Tanvi Tiwari,6,10,4,5,8,0,5.7,0,92,64,95
Yash Singh,0.8,5.7,7,5,10,1,7,0,91,71,77
Pooja Singh,3.7,7.5,8,4,17,0,5.9,0,82,88,92
Nikhil Chauhan,3.6,8,7,1,15,0,1.1,1,89,64,100
Shaurya Agarwal,3.3,5.2,9,5,15,1,3.3,0,73,67,100
Ankit Goyal,8.8,7.6,5,2,22,1,2.2,1,74,91,100
Rohit Jain,6.1,6.8,7,8,12,0,7.1,1,73,58,91
Atharva Kumar,3.1,7.9,7,4,7,0,8.9,0,76,83,84
Ankit Chatterjee,5.8,7.5,6,5,13,1,2.9,0,81,77,98
Anaya Bose,1.1,7.8,5,4,11,1,4.7,1,97,81,90
Yash Desai,5.5,6.5,8,3,17,0,6.5,0,82,80,100
Priya Trivedi,5.6,5.9,4,4,11,1,6,1,89,51,86
Ankit Chatterjee,1.9,8.2,7,5,16,1,2.4,1,74,56,77
Aarav Bose,4.3,6.4,8,4,19,1,3.3,1,96,58,100
Ishita Yadav,0.4,6.6,10,6,10,1,6.3,0,88,83,84
Rudra Pandey,2,6.5,7,6,22,1,3.5,1,75,62,87
Aditya Jain,3.9,7.1,5,8,9,1,4,1,89,63,92
Aman Singh,6.8,6.8,8,8,30,1,6,1,90,100,100
Karan Bansal,7.4,8.1,8,7,21,0,3.6,0,86,78,100
Aarav Trivedi,5.9,8.2,5,10,11,1,5.4,1,88,70,97
Rudra Tiwari,6.1,6.8,10,4,22,1,3.4,0,80,66,97
Nikhil Yadav,5.5,6.3,10,4,15,1,5.3,0,88,100,100
Nikhil Nair,1.9,6.7,7,1,12,0,4.8,1,92,60,94
Meera Joshi,4.6,7.4,9,1,11,0,5.2,0,91,77,100
Ishita Kulkarni,4.7,6.1,5,6,17,1,7.2,1,90,86,94
Meera Patel,4.6,9.7,5,5,7,0,7.3,0,95,45,86
Anaya Mishra,0.3,7.3,7,2,17,1,5.6,1,77,77,82
Ankit Das,5.5,7.3,10,7,12,1,6.8,1,94,60,100
Kavya Nair,3.2,5.7,7,6,16,1,10,1,83,65,83
Rudra Mishra,1.8,7.5,7,4,19,1,3.7,1,77,81,88
Neha Goyal,3.7,7.3,6,9,25,1,5.2,1,89,74,86
Meera Yadav,4.2,5.5,5,5,14,0,5.4,0,76,71,96
Vivaan Bose,7.6,6.4,6,8,8,0,5.3,0,92,60,91
Tanishq Verma,0,5.9,8,5,5,1,6.4,1,81,71,74
Pooja Reddy,3,6.8,7,4,12,1,4.8,1,74,72,92
Krishna Kumar,5,7.6,8,7,14,0,6.6,1,79,52,90
Arjun Mishra,2.9,5.4,5,3,26,1,1,1,100,83,100
Rohit Chatterjee,8.5,6.9,10,6,15,0,2.5,1,92,65,100
Meera Nair,5.1,4,9,7,17,1,6.7,0,81,68,100
Harsh Bansal,2.1,6.6,9,8,12,1,7.5,1,97,40,76
Ira Shah,3.8,6,7,6,16,1,3.6,0,77,63,93
Diya Kulkarni,3.7,7.2,7,6,11,1,2.5,0,82,92,99
Varun Iyer,2.5,7,10,7,17,1,3.5,1,84,77,97
Varun Patel,4.3,6.9,9,5,15,0,2,0,84,91,100
Tanvi Roy,4.9,6.6,7,5,15,1,5.9,0,75,54,87
Ishita Verma,4,9.5,9,4,15,1,3.1,0,84,92,100
Neha Agarwal,1.8,6.8,6,5,10,1,7.3,1,71,89,76
Rohit Desai,5.4,7.4,6,5,25,1,3.4,1,79,66,100
Manav Shah,4.6,5.9,8,7,12,0,4.6,1,100,63,88
Ishaan Verma,3.6,8,6,6,20,0,7,1,87,76,95
Riya Trivedi,2,5.8,8,9,17,1,6.2,1,87,86,90
Ira Chauhan,2.3,8.4,7,3,9,1,3.6,1,90,70,96
Palak Iyer,1.7,6.7,8,5,15,1,6.8,1,90,100,96
Vihaan Roy,3.3,7.6,7,4,13,1,3.9,1,73,58,95
Meera Verma,5.4,5.1,8,4,22,0,9,1,83,65,98
Nikhil Desai,2.3,5.3,7,1,12,1,9.8,0,86,43,75
Dhruv Das,5.7,7.1,9,4,21,1,2.3,1,98,68,100
Pooja Mishra,6.4,7.9,6,5,18,0,1.8,1,57,89,100
Sakshi Banerjee,8.2,6.5,8,7,13,1,3.3,1,90,73,100
Krishna Roy,4.8,7.5,7,4,13,1,7.1,0,87,64,96
Shaurya Patel,3.4,7.7,7,9,19,1,7.6,0,88,51,76
Pooja Nair,3.3,7.4,7,3,18,1,4.1,1,74,58,94
Rohit Banerjee,6.8,7.4,9,5,23,0,3.7,1,88,35,100
Yash Desai,5,8.9,8,5,9,1,1.4,0,80,78,100
Rudra Gupta,7.7,8.1,6,6,24,1,6,0,97,57,100
Diya Agarwal,4.2,8.2,7,5,5,1,8.1,0,77,62,93
Sakshi Patel,2.4,7,8,6,15,0,9.2,1,85,57,85
Saanvi Mishra,5.1,4.6,10,5,15,0,3.2,0,79,66,100
Ira Jain,5,6.7,7,6,12,1,4.9,0,69,83,99
Dhruv Iyer,0,7.1,7,6,16,1,4.5,0,78,91,79
Ishaan Goyal,5.6,7,7,10,10,0,8,1,78,61,79
Krishna Bansal,4.1,6.3,6,1,18,1,2.1,1,76,69,100
Ishita Sharma,4.5,7.8,8,8,22,0,3.8,0,88,62,89
Varun Roy,3.8,6.6,7,8,18,1,4.3,1,88,63,100
Anika Mehta,1.2,6.3,6,6,13,1,6.4,1,87,57,71
Tanvi Pandey,6.6,6.2,8,3,24,0,4.9,0,64,54,94
Yash Shah,3,5.4,7,9,11,1,4.4,1,98,89,100
Varun Pandey,3.8,5.1,5,5,12,1,5,1,91,64,100
Aadhya Patel,5.5,7.1,7,6,7,1,3.3,0,90,100,100
Rohit Mishra,7.3,7.7,5,7,14,1,4.8,1,82,66,100
Reyansh Bose,3.4,8.7,9,5,16,1,2.1,0,68,56,91
Palak Bose,1.6,5.7,8,3,20,1,2.1,1,82,69,93
Varun Trivedi,2.6,5.9,8,4,19,0,5.7,0,78,34,77
Sai Agarwal,4.3,7.2,6,6,12,0,4.3,1,91,52,83
Ira Desai,3.2,7,5,5,11,0,5,0,92,76,88
Ishaan Kumar,9.1,6.9,7,6,15,0,3.6,0,99,52,100
Ishaan Kulkarni,5.7,8.1,9,7,20,1,2.5,1,90,80,100
Krishna Reddy,4,7.4,8,5,18,0,5,1,95,99,100
Saanvi Saxena,1.9,6.2,9,9,17,1,7.1,0,97,44,74
Neha Jain,8.8,6.5,9,4,14,1,6.5,0,100,55,100
Palak Das,5.2,6.6,6,1,15,0,4.6,1,67,66,100
Pooja Verma,5,5.9,10,8,13,1,4.1,0,90,71,100
Harsh Banerjee,1.6,8.6,6,3,21,0,4.4,0,92,76,84
Riya Chauhan,4.8,7.6,7,6,18,1,6.1,1,94,72,99
Riya Chatterjee,4.1,6.4,6,4,18,0,5.7,0,91,92,100
Priya Gupta,3.7,6.2,8,5,8,1,1.1,0,87,87,100
Vivaan Trivedi,6.6,5.9,6,6,14,0,6.4,0,95,66,100
Karan Kumar,4.1,6.5,6,2,20,0,7.9,1,100,46,93
Kabir Desai,5.9,7.9,7,4,19,0,1.9,0,75,88,100
Vivaan Roy,6,7,7,4,13,1,6.5,1,77,50,100
Reyansh Tiwari,3.2,7,6,5,10,0,4.7,0,90,63,90
Atharva Bose,2.9,7.4,9,5,15,1,3.9,1,86,42,89
Sneha Yadav,6.5,7.2,7,5,16,0,5.8,0,75,96,100
Anika Kulkarni,2.6,7.6,9,5,6,0,8.8,0,94,46,86
Anaya Chatterjee,7,7.8,6,7,13,1,4.7,1,82,72,100
Diya Das,4.9,7.9,4,5,13,1,5.4,0,84,53,91
Ishaan Iyer,5.8,6.8,8,5,9,1,3.5,0,81,66,100
Anika Saxena,5.2,7.4,5,5,17,1,2.9,1,72,83,100
Ishita Reddy,5.6,6.8,5,4,17,1,7.1,0,80,80,97
Sai Shah,6.1,7.7,7,7,18,1,2.3,0,81,48,97
Aarav Goyal,5,7.8,5,9,15,1,4.7,1,94,49,93
Karan Kumar,2.2,6.3,7,7,7,0,5,1,75,76,93
Arjun Pandey,5.3,7.9,7,5,19,0,4.9,0,84,64,94
Varun Gupta,3.8,8.2,7,6,5,0,5,0,80,71,99
Sneha Nair,4.4,8,7,3,20,1,5.6,0,86,61,96
Aarav Kulkarni,4,5.5,7,3,16,1,3.9,1,88,72,99
Aarav Shah,7.3,7.3,7,4,11,0,2.4,0,83,44,100
Rohit Shah,3.2,8.7,6,3,17,0,3,1,75,71,89
Riya Mehta,6,8.5,9,5,11,1,5.7,1,82,80,100
Ankit Desai,1,6.2,6,7,11,1,5.4,1,85,35,66
Ishita Gupta,2.7,5.5,7,5,18,0,5.4,0,92,62,93
Myra Verma,1,7.4,8,7,14,1,5.9,1,94,66,78
Rahul Iyer,1.3,7.8,6,2,11,1,4.9,0,84,60,82
Arjun Shah,5.6,7.3,8,5,23,1,7,1,92,74,99
Anika Das,7.5,6.6,6,7,18,1,5.8,0,100,55,94
Riya Iyer,4.9,7.8,8,3,8,0,8.9,1,100,49,93
Ira Bose,4.4,7.6,4,4,12,1,2.5,0,84,48,94
